Version,Entry.number,Entry.status,Device_Type.name,Device_Model.manufacturer_identifier,Device_Model.model_identifier,Device_Model.hardware_version.version,Device_Model.hardware_version.revision,Device_Model.model_identifier_concatenated_with_hardware_version,Device_Model.firmware_version,SMETS_CHTS Version.Version_number_and_effective_date,GBCS Version.version_number,Manufacturer_Image.hash
Version 2.051 Issued on 21-09-2022,634,Current,Communications Hub,1086,5534,4,60,55340460,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,635,Current,Single Element Electricity Metering Equipment,1063,0006,2,04,00060204,38040202,SMETS V4.2,GBCS Version 3.2,149F2BD9986FDEB47EBFB54692050D534E065A2771C7C3BCDF0007CD4BFB3391
Version 2.051 Issued on 21-09-2022,636,Current,Single Element Electricity Metering Equipment,1063,0005,2,03,00050203,38900010,SMETS V5.0,GBCS Version 4.0,2622BBA213CD7792781ABFED6D238BCB059CC468BABBB27C1A0B14C7B9D33145
Version 2.051 Issued on 21-09-2022,637,Current,Single Element Electricity Metering Equipment,1063,0005,2,04,00050204,38900010,SMETS V5.0,GBCS Version 4.0,2622BBA213CD7792781ABFED6D238BCB059CC468BABBB27C1A0B14C7B9D33145
Version 2.051 Issued on 21-09-2022,638,Current,Single Element Electricity Metering Equipment,118F,0000,2,07,00000207,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,639,Current,Single Element Electricity Metering Equipment,118F,0000,1,00,00000100,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,640,Current,Single Element Electricity Metering Equipment,118F,0000,1,07,00000107,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,641,Current,Single Element Electricity Metering Equipment,118F,0000,3,01,00000301,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,642,Current,Single Element Electricity Metering Equipment,118F,0000,3,02,00000302,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,643,Current,Single Element Electricity Metering Equipment,118F,0000,4,01,00000401,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,644,Current,Single Element Electricity Metering Equipment,118F,0000,4,02,00000402,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,645,Current,Twin Element Electricity Metering Equipment,118F,0000,5,01,00000501,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,646,Current,Twin Element Electricity Metering Equipment,118F,0000,5,02,00000502,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,647,Current,Polyphase Electricity Metering Equipment,118F,0000,6,01,00000601,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,648,Current,Polyphase Electricity Metering Equipment,118F,0000,7,01,00000701,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,649,Current,Polyphase Electricity Metering Equipment,118F,0000,8,01,00000801,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,650,Current,Gas Smart Meter,1264,0000,66,12,00006612,22122E28,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,651,Current,Single Element Electricity Metering Equipment,1031,A0A1,1,3D,A0A1013D,08000000,SMETS V4.2,GBCS Version 3.2,E39558622EBF5CCCBF00F6B95171385BE65C6D1733D001B01F596E7D7F86DDCF
Version 2.051 Issued on 21-09-2022,652,Current,Gas Smart Meter,1031,B0A1,1,44,B0A10144,08000000,SMETS V4.2,GBCS Version 3.2,EE124EA65584939E9B8B389B6FE12916E795F5DBE33BA6DB35BBF212F42F8CB6
Version 2.051 Issued on 21-09-2022,653,Current,Single Element Electricity Metering Equipment,118F,0002,2,00,00020200,00030308,SMETS V1.2,GBCS Version 0.0,F1C971B662401DAACC041620877BBA70A5EF84DC9D1CABB5D63898BC28E14B4B
Version 2.051 Issued on 21-09-2022,654,Current,Pre-Payment Interface Device,10E0,000D,0,01,000D0001,00010100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,655,Current,Single Element Electricity Metering Equipment,1028,D700,1,03,D7000103,051B050D,SMETS V4.2,GBCS Version 3.2,4EB1E121A29ABD859375EE94A8F15B442D31C37CC0198E53B098E32BEACCB376
Version 2.051 Issued on 21-09-2022,656,Current,Single Element Electricity Metering Equipment,1028,D700,1,05,D7000105,051B050D,SMETS V4.2,GBCS Version 3.2,4EB1E121A29ABD859375EE94A8F15B442D31C37CC0198E53B098E32BEACCB376
Version 2.051 Issued on 21-09-2022,657,Current,Single Element Electricity Metering Equipment,1028,D700,1,03,D7000103,0522050D,SMETS V4.2,GBCS Version 3.2,A0E8164E3E8BCC60B63396BF9E8CB58E541EB15A09DAB5AE18A379CBE7FCB08A
Version 2.051 Issued on 21-09-2022,658,Current,Single Element Electricity Metering Equipment,1028,D700,1,05,D7000105,0522050D,SMETS V4.2,GBCS Version 3.2,A0E8164E3E8BCC60B63396BF9E8CB58E541EB15A09DAB5AE18A379CBE7FCB08A
Version 2.051 Issued on 21-09-2022,659,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,17101617,SMETS V4.2,GBCS Version 3.2,5AC91ECED6C8AA6D231D51D75205905AEE75B3DC69CC46CE13D9177478038A13
Version 2.051 Issued on 21-09-2022,660,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,17101617,SMETS V4.2,GBCS Version 3.2,5AC91ECED6C8AA6D231D51D75205905AEE75B3DC69CC46CE13D9177478038A13
Version 2.051 Issued on 21-09-2022,661,Current,Pre-Payment Interface Device,10E0,0019,0,01,00190001,00020000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,662,Current,Single Element Electricity Metering Equipment,1063,0006,2,04,00060204,38040404,SMETS V4.2,GBCS Version 3.2,8AC9AF329CBA59E13362634A7BDB795EE0D1E411B731E7244046DC121BE879D4
Version 2.051 Issued on 21-09-2022,663,Current,Single Element Electricity Metering Equipment,1063,0005,2,02,00050202,38040404,SMETS V4.2,GBCS Version 3.2,8AC9AF329CBA59E13362634A7BDB795EE0D1E411B731E7244046DC121BE879D4
Version 2.051 Issued on 21-09-2022,664,Current,Single Element Electricity Metering Equipment,1063,0005,2,03,00050203,38040404,SMETS V4.2,GBCS Version 3.2,8AC9AF329CBA59E13362634A7BDB795EE0D1E411B731E7244046DC121BE879D4
Version 2.051 Issued on 21-09-2022,665,Current,Single Element Electricity Metering Equipment,1063,0005,2,04,00050204,38040404,SMETS V4.2,GBCS Version 3.2,8AC9AF329CBA59E13362634A7BDB795EE0D1E411B731E7244046DC121BE879D4
Version 2.051 Issued on 21-09-2022,666,Current,Single Element Electricity Metering Equipment,1028,5678,2,01,56780201,03505317,SMETS V1.2,GBCS Version 0.0,048E7CBFE09FE32E93F1EE7237F54BC26DA8D42A9C9365BE7478B4C4413F1959
Version 2.051 Issued on 21-09-2022,667,Current,Single Element Electricity Metering Equipment,1063,0003,2,01,00030201,24040404,SMETS V4.2,GBCS Version 3.2,C9E80A5575E5B69E3A0B326E92454B4EDC5E0CBD7EA61A53350222D271A9FC23
Version 2.051 Issued on 21-09-2022,668,Current,Single Element Electricity Metering Equipment,1063,0003,2,02,00030202,24040404,SMETS V4.2,GBCS Version 3.2,C9E80A5575E5B69E3A0B326E92454B4EDC5E0CBD7EA61A53350222D271A9FC23
Version 2.051 Issued on 21-09-2022,669,Current,Gas Smart Meter,1028,C901,NaN,00,C901A500,0309B630,SMETS V4.2,GBCS Version 3.2,15F32C37B4D475ADB8C39BFF2B189698AFF6F9E9480AB8561D308AE0AD1DA5B4
Version 2.051 Issued on 21-09-2022,670,Current,Pre-Payment Interface Device,1090,0007,2,00,00070200,05100000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,671,Current,Pre-Payment Interface Device,1128,0007,1,01,00070101,011F0000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,672,Current,Pre-Payment Interface Device,1128,0006,1,01,00060101,011F0000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,673,Current,Gas Smart Meter,1028,C902,NaN,00,C902A500,0389B840,SMETS V4.2,GBCS Version 3.2,712C4496BC053F4335B85E6D945C855AE5E469A99C73E000E0364D1B5629F591
Version 2.051 Issued on 21-09-2022,674,Current,Gas Smart Meter,1192,1111,11,11,11111111,01C800D1,SMETS V4.2,GBCS Version 3.2,3E42D238ACA7470888C5870CD6D1B67230456953A954FE6FE76556ACB86CD901
Version 2.051 Issued on 21-09-2022,675,Current,Gas Smart Meter,1192,1111,12,11,11111211,01C800D1,SMETS V4.2,GBCS Version 3.2,3E42D238ACA7470888C5870CD6D1B67230456953A954FE6FE76556ACB86CD901
Version 2.051 Issued on 21-09-2022,676,Current,Gas Smart Meter,1031,B0A1,1,44,B0A10144,09000000,SMETS V4.2,GBCS Version 3.2,D52E92CA66813413B5A0587023E6E1139B7C3D321E012BAD5275912B4246DE67
Version 2.051 Issued on 21-09-2022,677,Current,Communications Hub,1072,5731,1,00,57310100,04000007,CHTS V1.3,GBCS Version 3.2,CFD7262CEF15BE69B7F82D17E4B9D881D979FF00B70085F77B8FB953BFCA6847
Version 2.051 Issued on 21-09-2022,678,Current,Communications Hub,1072,5731,1,01,57310101,04000007,CHTS V1.3,GBCS Version 3.2,CFD7262CEF15BE69B7F82D17E4B9D881D979FF00B70085F77B8FB953BFCA6847
Version 2.051 Issued on 21-09-2022,679,Current,Communications Hub,1072,5731,1,02,57310102,04000007,CHTS V1.3,GBCS Version 3.2,CFD7262CEF15BE69B7F82D17E4B9D881D979FF00B70085F77B8FB953BFCA6847
Version 2.051 Issued on 21-09-2022,680,Current,Gas Smart Meter,1063,4772,2,01,47720201,03033254,SMETS V4.2,GBCS Version 3.2,3642135C1BF7C1C8DF939AA254B5E1625E332247FBE45B69FD281A7C78FD9177
Version 2.051 Issued on 21-09-2022,681,Current,Single Element Electricity Metering Equipment,1125,3138,42,30,31384230,16161620,SMETS V4.2,GBCS Version 3.2,F5F0B83A98AE9913210A07A732E4A1F17AA89E8577F40B06698DD99B516DE607
Version 2.051 Issued on 21-09-2022,682,Current,Single Element Electricity Metering Equipment,1125,3139,44,30,31394430,16161620,SMETS V4.2,GBCS Version 3.2,F5F0B83A98AE9913210A07A732E4A1F17AA89E8577F40B06698DD99B516DE607
Version 2.051 Issued on 21-09-2022,683,Current,Single Element Electricity Metering Equipment,118F,0000,2,07,00000207,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,684,Current,Single Element Electricity Metering Equipment,118F,0000,3,01,00000301,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,685,Current,Single Element Electricity Metering Equipment,118F,0000,3,02,00000302,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,686,Current,Single Element Electricity Metering Equipment,118F,0000,4,01,00000401,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,687,Current,Single Element Electricity Metering Equipment,118F,0000,4,02,00000402,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,688,Current,Twin Element Electricity Metering Equipment,118F,0000,5,01,00000501,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,689,Current,Twin Element Electricity Metering Equipment,118F,0000,5,02,00000502,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,690,Current,Polyphase Electricity Metering Equipment,118F,0000,6,02,00000602,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,691,Current,Polyphase Electricity Metering Equipment,118F,0000,6,01,00000601,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,692,Current,Polyphase Electricity Metering Equipment,118F,0000,6,02,00000602,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,693,Current,Polyphase Electricity Metering Equipment,118F,0000,7,02,00000702,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,694,Current,Polyphase Electricity Metering Equipment,118F,0000,7,01,00000701,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,695,Current,Polyphase Electricity Metering Equipment,118F,0000,7,02,00000702,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,696,Current,Polyphase Electricity Metering Equipment,118F,0000,8,02,00000802,00070804,SMETS V4.2,GBCS Version 3.2,804E08CF0A9A07CA710397ED0FD4E18E6200D3604F6FF2A745DAA91BE79BD92A
Version 2.051 Issued on 21-09-2022,697,Current,Polyphase Electricity Metering Equipment,118F,0000,8,01,00000801,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,698,Current,Polyphase Electricity Metering Equipment,118F,0000,8,02,00000802,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,699,Current,Single Element Electricity Metering Equipment,118F,0000,1,00,00000100,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,700,Current,Single Element Electricity Metering Equipment,118F,0000,1,07,00000107,00070806,SMETS V4.2,GBCS Version 3.2,E64C9DC4D17A8BBB1C20D3846650B1D664CCC1E0709CDE7698E1A79492E2A24C
Version 2.051 Issued on 21-09-2022,701,Current,Polyphase Electricity Metering Equipment,1125,3332,51,30,33325130,05301820,SMETS V4.2,GBCS Version 3.2,F05927B2235A15F88584970FBAAC30FE14764132663BC1A26A155A9AD3A9B342
Version 2.051 Issued on 21-09-2022,702,Current,Single Element Electricity Metering Equipment,1125,3138,42,30,31384230,16161720,SMETS V4.2,GBCS Version 3.2,BB0D9947B8C89453C94E915BC09CA7D12EE6A97E6A59AA0D831F8AEBED65C069
Version 2.051 Issued on 21-09-2022,703,Current,Single Element Electricity Metering Equipment,1125,3139,44,30,31394430,16161720,SMETS V4.2,GBCS Version 3.2,BB0D9947B8C89453C94E915BC09CA7D12EE6A97E6A59AA0D831F8AEBED65C069
Version 2.051 Issued on 21-09-2022,704,Current,Polyphase Electricity Metering Equipment,1125,3332,51,30,33325130,05301920,SMETS V4.2,GBCS Version 3.2,99C12571F8A7F0064AFF5C9BC617032C971F0A5BF1492FA0838A642ADC87DEF3
Version 2.051 Issued on 21-09-2022,705,Current,Single Element Electricity Metering Equipment,1031,A0A1,1,3D,A0A1013D,09000000,SMETS V4.2,GBCS Version 3.2,29C3AB050F3EDC3FCA9ABFF52A6F98EA8D418907DF62EA7E4C3D24758A5B4FFF
Version 2.051 Issued on 21-09-2022,706,Current,Pre-Payment Interface Device,1090,0007,1,00,00070100,05100000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,707,Current,Gas Smart Meter,1031,B0A2,1,72,B0A20172,08000000,SMETS V4.2,GBCS Version 3.2,F045274241906D5B70F7C18A0D8F29ABD9F80D80CE9609AD9147718BC10524AA
Version 2.051 Issued on 21-09-2022,708,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,17101717,SMETS V4.2,GBCS Version 3.2,DFE835EAC8185070C43978E5A4FDADC044DB87E5F9F382AAE95EC7B2987CE024
Version 2.051 Issued on 21-09-2022,709,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,17101717,SMETS V4.2,GBCS Version 3.2,DFE835EAC8185070C43978E5A4FDADC044DB87E5F9F382AAE95EC7B2987CE024
Version 2.051 Issued on 21-09-2022,710,Current,Communications Hub,1086,5431,22,60,54312260,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,711,Current,Communications Hub,1086,5432,23,60,54322360,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,712,Current,Communications Hub,1086,5434,24,60,54342460,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,713,Current,Communications Hub,1086,5431,22,52,54312252,0D050002,CHTS V1.3,GBCS Version 3.2,0BCC4881F1A974C5129DDA6BB2F16383DE3485BA7BE5605E99B31679F1188E34
Version 2.051 Issued on 21-09-2022,714,Current,Communications Hub,1086,5432,23,52,54322352,0D050002,CHTS V1.3,GBCS Version 3.2,0BCC4881F1A974C5129DDA6BB2F16383DE3485BA7BE5605E99B31679F1188E34
Version 2.051 Issued on 21-09-2022,715,Current,Communications Hub,1086,5431,NaN,52,54311F52,0D050002,CHTS V1.3,GBCS Version 3.2,F32645E1AB07388404E38110C5DA613DFBB99252E59C7BB91DF9645064A55092
Version 2.051 Issued on 21-09-2022,716,Current,Communications Hub,1086,5432,20,52,54322052,0D050002,CHTS V1.3,GBCS Version 3.2,F32645E1AB07388404E38110C5DA613DFBB99252E59C7BB91DF9645064A55092
Version 2.051 Issued on 21-09-2022,717,Current,Communications Hub,1086,5431,22,60,54312260,0D050002,CHTS V1.3,GBCS Version 3.2,0BCC4881F1A974C5129DDA6BB2F16383DE3485BA7BE5605E99B31679F1188E34
Version 2.051 Issued on 21-09-2022,718,Current,Communications Hub,1086,5432,23,60,54322360,0D050002,CHTS V1.3,GBCS Version 3.2,0BCC4881F1A974C5129DDA6BB2F16383DE3485BA7BE5605E99B31679F1188E34
Version 2.051 Issued on 21-09-2022,719,Current,Communications Hub,1086,5434,24,60,54342460,0D050002,CHTS V1.3,GBCS Version 3.2,0BCC4881F1A974C5129DDA6BB2F16383DE3485BA7BE5605E99B31679F1188E34
Version 2.051 Issued on 21-09-2022,720,Current,Communications Hub,1086,5434,24,52,54342452,0D050002,CHTS V1.3,GBCS Version 3.2,0BCC4881F1A974C5129DDA6BB2F16383DE3485BA7BE5605E99B31679F1188E34
Version 2.051 Issued on 21-09-2022,721,Current,Communications Hub,1086,5434,21,52,54342152,0D050002,CHTS V1.3,GBCS Version 3.2,F32645E1AB07388404E38110C5DA613DFBB99252E59C7BB91DF9645064A55092
Version 2.051 Issued on 21-09-2022,722,Current,Gas Smart Meter,123E,0000,3,00,00000300,05080605,SMETS V4.2,GBCS Version 3.2,434E2CF07514D312ED3E16123333945C0F0F378EC7F3E441B63FBB49FC14FA4D
Version 2.051 Issued on 21-09-2022,723,Current,Gas Smart Meter,123E,0000,9,00,00000900,05080605,SMETS V4.2,GBCS Version 3.2,434E2CF07514D312ED3E16123333945C0F0F378EC7F3E441B63FBB49FC14FA4D
Version 2.051 Issued on 21-09-2022,724,Current,Single Element Electricity Metering Equipment,118F,0002,2,00,00020200,0003030A,SMETS V1.2,GBCS Version 0.0,964B5C23F7C773312227110509E2C24AD7642398BFFA93452F95732A0BAAA605
Version 2.051 Issued on 21-09-2022,725,Current,Communications Hub,1028,0410,1,05,04100105,03365337,SMETS V1.2,GBCS Version 0.0,13D7DBB78D27D23A5A8D3CBE4761930C01EBB21BAF61721FD3CC19B5BEDDCAEF
Version 2.051 Issued on 21-09-2022,726,Current,Communications Hub,1072,5731,1,00,57310100,04010003,CHTS V1.3,GBCS Version 3.2,668F5B61D1BA78FEDE891B5505EA35CBB0A80F43ACB4074F131D8CF7118E6500
Version 2.051 Issued on 21-09-2022,727,Current,Communications Hub,1072,5731,1,01,57310101,04010003,CHTS V1.3,GBCS Version 3.2,668F5B61D1BA78FEDE891B5505EA35CBB0A80F43ACB4074F131D8CF7118E6500
Version 2.051 Issued on 21-09-2022,728,Current,Communications Hub,1072,5731,1,02,57310102,04010003,CHTS V1.3,GBCS Version 3.2,668F5B61D1BA78FEDE891B5505EA35CBB0A80F43ACB4074F131D8CF7118E6500
Version 2.051 Issued on 21-09-2022,729,Current,Pre-Payment Interface Device,1128,0007,1,01,00070101,01240000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,730,Current,Pre-Payment Interface Device,1128,0006,1,01,00060101,01240000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,731,Current,Gas Smart Meter,1192,1111,11,11,11111111,01CA00D1,SMETS V4.2,GBCS Version 3.2,2498F12B7110D5EE6899308C48F9997F7B7BCE89E9BB6202683D1227290122A3
Version 2.051 Issued on 21-09-2022,732,Current,Gas Smart Meter,1192,1111,12,11,11111211,01CA00D1,SMETS V4.2,GBCS Version 3.2,2498F12B7110D5EE6899308C48F9997F7B7BCE89E9BB6202683D1227290122A3
